,title,company_name,location,stipend,intern_type
5423,Marketing,                            Decathlon                        ,Chennai," 10,000 /month",Internship
5424,Digital Marketing,                            NoBroker Technologies Solutions Private Limited                        ,Bangalore," 10,000 /month",Internship
5425,Content Writing,                            Acko General Insurance                        ,Bangalore," 10,000 /month",Internship
5426,Digital Marketing,                            UpGrad (UpGrad Education Private Limited)                        ,Mumbai," 25,000 /month",Internship
5427,Operations,                            Thomas Cook India Limited                        ,Mumbai," 3,000 /month",Internship
5428,Human Resources (HR),                            Justdial Limited                        ,Chennai," 7,000 /month",Internship
5429,Business Development (Sales),                            Taylor & Francis India                        ,Delhi," 12,000-18,000 /month",Internship
5430,Data Analytics,                            Taylor & Francis India                        ,Delhi," 12,000-18,000 /month",Internship
5431,Content Writing,                            Times Internet                        ,Work From Home," 9,000-10,000 /month",Internship
5432,Business Development (Trekking Sport),                            Decathlon Sports India                        ,Pune," 5,000 /month",Internship
5433,Sports Retail Management,                            Decathlon Sports India                        ,Siliguri," 9,000 /month",Internship with job offer
5434,Search Engine Optimization (SEO),                            MAYAPURI GROUP                        ,Delhi," 5,000 /month",Internship
5435,Marketing,                            BYJU'S The Learning App                        ,Chennai," 10,000 /month",Internship
5436,Human Resources (HR),                            American India Foundation Trust                        ,Gurgaon," 10,000 /month",Internship
5437,Business Development (Sales),                            BYJU'S The Learning App                        ,Coimbatore," 10,000 /month",Internship
5438,Policy Research,                            Federation of India Chambers of Commerce and Industries                        ,Chandigarh,Unpaid,Internship
5439,Graphic Design,                            Dr. A.P.J. Abdul Kalam Centre                        ,Noida," 8,000-10,000 /month",Internship
5440,Fundraising,                            Tare Zameen Foundation                        ,Work From Home," 1,000 /month +  Incentives",Internship
5441,Fundraising,                            Childo Education Research And Development Foundation                        ,Work From Home," 1,000 lump sum +  Incentives",Internship
5442,Fundraising,                            Youth Empowerment Foundation                        ,Work From Home,Unpaid,Internship
5443,Business Development (Sales),                            Externsclub                        ,Bangalore," 15,000-18,000 /month",Internship with job offer
5444,Campus Ambassador,                            ATBC Technologies                        ,Work From Home,Performance Based,Internship
5445,Search Engine Optimization (SEO),                            Sportskeeda                        ,Work From Home," 5,000-8,000 /month",Internship
5446,Social Media Marketing,                            Fashion TV India                        ,Mumbai," 10,000 /month",Internship
5447,Graphic Design,                            Fashion TV India                        ,Mumbai," 10,000 /month",Internship
5448,Influencer Marketing,                            LBB (Little Black Book)                        ,Delhi," 3,500-5,000 /month",Internship
5449,Business Development (Sales),                            Tommy Hilfiger                        ,Chennai," 22,000 /month",Internship with job offer
5450,Non Apparel Category,                            Nykaa Fashion                        ,Mumbai," 5,000 /month",Internship
5451,Customer Relations Management,                            Decathlon                        ,Lucknow," 12,000 /month",Internship
5452,Sports Retail/Logistics,                            Decathlon Sports India                        ,Thane," 12,000 /month",Internship
5453,CA - Industrial Trainee,                            Canara HSBC Life Insurance                        ,Gurgaon," 15,000 /month",Internship
5454,Media & Public Relations (PR),                            Fashion TV India                        ,Mumbai," 10,000 /month",Internship
5455,Business Development (Sales),                            Decathlon Sports India Private Limited                        ,Mumbai," 25,000 /month",Internship
5456,Business Development (Sales),                            Decathlon                        ,Mumbai," 25,000 /month",Internship
5457,Graphic Design,                            Times Internet                        ,Work From Home," 9,000-10,000 /month",Internship
5458,Project Planning (TribeVibe),                            BookMyShow                        ,Mumbai," 7,500 /month",Internship
5459,Market Research,                            Hindustan Unilever Limited                        ,Mumbai," 20,000 /month",Internship
5460,Marketing,                            Hector Beverages Private Limited                        ,Bangalore," 5,000 /month",Internship
5461,Marketing,                            Dabur India Limited                        ,Mumbai," 2,000-3,000 /week",Internship
5462,Human Resources (HR),                            Paisabazaar                        ,Gurgaon," 20,000-25,000 /month",Internship
5463,Marketing,                            Decathlon                        ,Chennai," 10,000 /month",Internship
5464,Digital Marketing,                            NoBroker Technologies Solutions Private Limited                        ,Bangalore," 10,000 /month",Internship
5465,Content Writing,                            Acko General Insurance                        ,Bangalore," 10,000 /month",Internship
5466,Digital Marketing,                            UpGrad (UpGrad Education Private Limited)                        ,Mumbai," 25,000 /month",Internship
5467,Operations,                            Thomas Cook India Limited                        ,Mumbai," 3,000 /month",Internship
5468,Human Resources (HR),                            Justdial Limited                        ,Chennai," 7,000 /month",Internship
5469,Business Development (Sales),                            Taylor & Francis India                        ,Delhi," 12,000-18,000 /month",Internship
5470,Data Analytics,                            Taylor & Francis India                        ,Delhi," 12,000-18,000 /month",Internship
5471,Content Writing,                            Times Internet                        ,Work From Home," 9,000-10,000 /month",Internship
5472,Business Development (Trekking Sport),                            Decathlon Sports India                        ,Pune," 5,000 /month",Internship
5473,Sports Retail Management,                            Decathlon Sports India                        ,Siliguri," 9,000 /month",Internship with job offer
5474,Search Engine Optimization (SEO),                            MAYAPURI GROUP                        ,Delhi," 5,000 /month",Internship
5475,Marketing,                            BYJU'S The Learning App                        ,Chennai," 10,000 /month",Internship
5476,Human Resources (HR),                            American India Foundation Trust                        ,Gurgaon," 10,000 /month",Internship
5477,Business Development (Sales),                            BYJU'S The Learning App                        ,Coimbatore," 10,000 /month",Internship
5478,Policy Research,                            Federation of India Chambers of Commerce and Industries                        ,Chandigarh,Unpaid,Internship
5479,Graphic Design,                            Dr. A.P.J. Abdul Kalam Centre                        ,Noida," 8,000-10,000 /month",Internship
5480,Fundraising,                            Tare Zameen Foundation                        ,Work From Home," 1,000 /month +  Incentives",Internship
5481,Fundraising,                            Childo Education Research And Development Foundation                        ,Work From Home," 1,000 lump sum +  Incentives",Internship
5482,Fundraising,                            Youth Empowerment Foundation                        ,Work From Home,Unpaid,Internship
5483,Business Development (Sales),                            Externsclub                        ,Bangalore," 15,000-18,000 /month",Internship with job offer
5484,Campus Ambassador,                            ATBC Technologies                        ,Work From Home,Performance Based,Internship
5485,Search Engine Optimization (SEO),                            Sportskeeda                        ,Work From Home," 5,000-8,000 /month",Internship
5486,Social Media Marketing,                            Fashion TV India                        ,Mumbai," 10,000 /month",Internship
5487,Graphic Design,                            Fashion TV India                        ,Mumbai," 10,000 /month",Internship
5488,Influencer Marketing,                            LBB (Little Black Book)                        ,Delhi," 3,500-5,000 /month",Internship
5489,Business Development (Sales),                            Tommy Hilfiger                        ,Chennai," 22,000 /month",Internship with job offer
5490,Non Apparel Category,                            Nykaa Fashion                        ,Mumbai," 5,000 /month",Internship
5491,Customer Relations Management,                            Decathlon                        ,Lucknow," 12,000 /month",Internship
5492,Sports Retail/Logistics,                            Decathlon Sports India                        ,Thane," 12,000 /month",Internship
5493,CA - Industrial Trainee,                            Canara HSBC Life Insurance                        ,Gurgaon," 15,000 /month",Internship
5494,Media & Public Relations (PR),                            Fashion TV India                        ,Mumbai," 10,000 /month",Internship
5495,Business Development (Sales),                            Decathlon Sports India Private Limited                        ,Mumbai," 25,000 /month",Internship
5496,Business Development (Sales),                            Decathlon                        ,Mumbai," 25,000 /month",Internship
5497,Graphic Design,                            Times Internet                        ,Work From Home," 9,000-10,000 /month",Internship
5498,Project Planning (TribeVibe),                            BookMyShow                        ,Mumbai," 7,500 /month",Internship
5499,Market Research,                            Hindustan Unilever Limited                        ,Mumbai," 20,000 /month",Internship
5500,Marketing,                            Hector Beverages Private Limited                        ,Bangalore," 5,000 /month",Internship
5501,Marketing,                            Dabur India Limited                        ,Mumbai," 2,000-3,000 /week",Internship
5502,Human Resources (HR),                            Paisabazaar                        ,Gurgaon," 20,000-25,000 /month",Internship
5503,Marketing,                            Decathlon                        ,Chennai," 10,000 /month",Internship
5504,Digital Marketing,                            NoBroker Technologies Solutions Private Limited                        ,Bangalore," 10,000 /month",Internship
5505,Content Writing,                            Acko General Insurance                        ,Bangalore," 10,000 /month",Internship
5506,Digital Marketing,                            UpGrad (UpGrad Education Private Limited)                        ,Mumbai," 25,000 /month",Internship
5507,Operations,                            Thomas Cook India Limited                        ,Mumbai," 3,000 /month",Internship
5508,Human Resources (HR),                            Justdial Limited                        ,Chennai," 7,000 /month",Internship
5509,Business Development (Sales),                            Taylor & Francis India                        ,Delhi," 12,000-18,000 /month",Internship
5510,Data Analytics,                            Taylor & Francis India                        ,Delhi," 12,000-18,000 /month",Internship
5511,Content Writing,                            Times Internet                        ,Work From Home," 9,000-10,000 /month",Internship
5512,Business Development (Trekking Sport),                            Decathlon Sports India                        ,Pune," 5,000 /month",Internship
5513,Sports Retail Management,                            Decathlon Sports India                        ,Siliguri," 9,000 /month",Internship with job offer
5514,Search Engine Optimization (SEO),                            MAYAPURI GROUP                        ,Delhi," 5,000 /month",Internship
5515,Marketing,                            BYJU'S The Learning App                        ,Chennai," 10,000 /month",Internship
5516,Human Resources (HR),                            American India Foundation Trust                        ,Gurgaon," 10,000 /month",Internship
5517,Business Development (Sales),                            BYJU'S The Learning App                        ,Coimbatore," 10,000 /month",Internship
5518,Policy Research,                            Federation of India Chambers of Commerce and Industries                        ,Chandigarh,Unpaid,Internship
5519,Graphic Design,                            Dr. A.P.J. Abdul Kalam Centre                        ,Noida," 8,000-10,000 /month",Internship
5520,Fundraising,                            Tare Zameen Foundation                        ,Work From Home," 1,000 /month +  Incentives",Internship
5521,Fundraising,                            Childo Education Research And Development Foundation                        ,Work From Home," 1,000 lump sum +  Incentives",Internship
5522,Fundraising,                            Youth Empowerment Foundation                        ,Work From Home,Unpaid,Internship
5523,Business Development (Sales),                            Externsclub                        ,Bangalore," 15,000-18,000 /month",Internship with job offer
5524,Campus Ambassador,                            ATBC Technologies                        ,Work From Home,Performance Based,Internship
5525,Search Engine Optimization (SEO),                            Sportskeeda                        ,Work From Home," 5,000-8,000 /month",Internship
5526,Social Media Marketing,                            Fashion TV India                        ,Mumbai," 10,000 /month",Internship
5527,Graphic Design,                            Fashion TV India                        ,Mumbai," 10,000 /month",Internship
5528,Influencer Marketing,                            LBB (Little Black Book)                        ,Delhi," 3,500-5,000 /month",Internship
5529,Business Development (Sales),                            Tommy Hilfiger                        ,Chennai," 22,000 /month",Internship with job offer
5530,Non Apparel Category,                            Nykaa Fashion                        ,Mumbai," 5,000 /month",Internship
5531,Customer Relations Management,                            Decathlon                        ,Lucknow," 12,000 /month",Internship
5532,Sports Retail/Logistics,                            Decathlon Sports India                        ,Thane," 12,000 /month",Internship
5533,CA - Industrial Trainee,                            Canara HSBC Life Insurance                        ,Gurgaon," 15,000 /month",Internship
5534,Media & Public Relations (PR),                            Fashion TV India                        ,Mumbai," 10,000 /month",Internship
5535,Business Development (Sales),                            Decathlon Sports India Private Limited                        ,Mumbai," 25,000 /month",Internship
5536,Business Development (Sales),                            Decathlon                        ,Mumbai," 25,000 /month",Internship
5537,Graphic Design,                            Times Internet                        ,Work From Home," 9,000-10,000 /month",Internship
5538,Project Planning (TribeVibe),                            BookMyShow                        ,Mumbai," 7,500 /month",Internship
5539,Market Research,                            Hindustan Unilever Limited                        ,Mumbai," 20,000 /month",Internship
5540,Marketing,                            Hector Beverages Private Limited                        ,Bangalore," 5,000 /month",Internship
5541,Marketing,                            Dabur India Limited                        ,Mumbai," 2,000-3,000 /week",Internship
5542,Human Resources (HR),                            Paisabazaar                        ,Gurgaon," 20,000-25,000 /month",Internship
5543,Marketing,                            Decathlon                        ,Chennai," 10,000 /month",Internship
5544,Digital Marketing,                            NoBroker Technologies Solutions Private Limited                        ,Bangalore," 10,000 /month",Internship
5545,Content Writing,                            Acko General Insurance                        ,Bangalore," 10,000 /month",Internship
5546,Digital Marketing,                            UpGrad (UpGrad Education Private Limited)                        ,Mumbai," 25,000 /month",Internship
5547,Operations,                            Thomas Cook India Limited                        ,Mumbai," 3,000 /month",Internship
5548,Human Resources (HR),                            Justdial Limited                        ,Chennai," 7,000 /month",Internship
5549,Business Development (Sales),                            Taylor & Francis India                        ,Delhi," 12,000-18,000 /month",Internship
5550,Data Analytics,                            Taylor & Francis India                        ,Delhi," 12,000-18,000 /month",Internship
5551,Content Writing,                            Times Internet                        ,Work From Home," 9,000-10,000 /month",Internship
5552,Business Development (Trekking Sport),                            Decathlon Sports India                        ,Pune," 5,000 /month",Internship
5553,Sports Retail Management,                            Decathlon Sports India                        ,Siliguri," 9,000 /month",Internship with job offer
5554,Search Engine Optimization (SEO),                            MAYAPURI GROUP                        ,Delhi," 5,000 /month",Internship
5555,Marketing,                            BYJU'S The Learning App                        ,Chennai," 10,000 /month",Internship
5556,Human Resources (HR),                            American India Foundation Trust                        ,Gurgaon," 10,000 /month",Internship
5557,Business Development (Sales),                            BYJU'S The Learning App                        ,Coimbatore," 10,000 /month",Internship
5558,Policy Research,                            Federation of India Chambers of Commerce and Industries                        ,Chandigarh,Unpaid,Internship
5559,Graphic Design,                            Dr. A.P.J. Abdul Kalam Centre                        ,Noida," 8,000-10,000 /month",Internship
5560,Fundraising,                            Tare Zameen Foundation                        ,Work From Home," 1,000 /month +  Incentives",Internship
5561,Fundraising,                            Childo Education Research And Development Foundation                        ,Work From Home," 1,000 lump sum +  Incentives",Internship
5562,Fundraising,                            Youth Empowerment Foundation                        ,Work From Home,Unpaid,Internship
5563,Business Development (Sales),                            Externsclub                        ,Bangalore," 15,000-18,000 /month",Internship with job offer
5564,Campus Ambassador,                            ATBC Technologies                        ,Work From Home,Performance Based,Internship
5565,Search Engine Optimization (SEO),                            Sportskeeda                        ,Work From Home," 5,000-8,000 /month",Internship
5566,Social Media Marketing,                            Fashion TV India                        ,Mumbai," 10,000 /month",Internship
5567,Graphic Design,                            Fashion TV India                        ,Mumbai," 10,000 /month",Internship
5568,Influencer Marketing,                            LBB (Little Black Book)                        ,Delhi," 3,500-5,000 /month",Internship
5569,Business Development (Sales),                            Tommy Hilfiger                        ,Chennai," 22,000 /month",Internship with job offer
5570,Non Apparel Category,                            Nykaa Fashion                        ,Mumbai," 5,000 /month",Internship
5571,Customer Relations Management,                            Decathlon                        ,Lucknow," 12,000 /month",Internship
5572,Sports Retail/Logistics,                            Decathlon Sports India                        ,Thane," 12,000 /month",Internship
5573,CA - Industrial Trainee,                            Canara HSBC Life Insurance                        ,Gurgaon," 15,000 /month",Internship
5574,Media & Public Relations (PR),                            Fashion TV India                        ,Mumbai," 10,000 /month",Internship
5575,Business Development (Sales),                            Decathlon Sports India Private Limited                        ,Mumbai," 25,000 /month",Internship
5576,Business Development (Sales),                            Decathlon                        ,Mumbai," 25,000 /month",Internship
5577,Graphic Design,                            Times Internet                        ,Work From Home," 9,000-10,000 /month",Internship
5578,Project Planning (TribeVibe),                            BookMyShow                        ,Mumbai," 7,500 /month",Internship
5579,Market Research,                            Hindustan Unilever Limited                        ,Mumbai," 20,000 /month",Internship
5580,Marketing,                            Hector Beverages Private Limited                        ,Bangalore," 5,000 /month",Internship
5581,Marketing,                            Dabur India Limited                        ,Mumbai," 2,000-3,000 /week",Internship
5582,Human Resources (HR),                            Paisabazaar                        ,Gurgaon," 20,000-25,000 /month",Internship
5583,Marketing,                            Decathlon                        ,Chennai," 10,000 /month",Internship
5584,Digital Marketing,                            NoBroker Technologies Solutions Private Limited                        ,Bangalore," 10,000 /month",Internship
5585,Content Writing,                            Acko General Insurance                        ,Bangalore," 10,000 /month",Internship
5586,Digital Marketing,                            UpGrad (UpGrad Education Private Limited)                        ,Mumbai," 25,000 /month",Internship
5587,Operations,                            Thomas Cook India Limited                        ,Mumbai," 3,000 /month",Internship
5588,Human Resources (HR),                            Justdial Limited                        ,Chennai," 7,000 /month",Internship
5589,Business Development (Sales),                            Taylor & Francis India                        ,Delhi," 12,000-18,000 /month",Internship
5590,Data Analytics,                            Taylor & Francis India                        ,Delhi," 12,000-18,000 /month",Internship
5591,Content Writing,                            Times Internet                        ,Work From Home," 9,000-10,000 /month",Internship
5592,Business Development (Trekking Sport),                            Decathlon Sports India                        ,Pune," 5,000 /month",Internship
5593,Sports Retail Management,                            Decathlon Sports India                        ,Siliguri," 9,000 /month",Internship with job offer
5594,Search Engine Optimization (SEO),                            MAYAPURI GROUP                        ,Delhi," 5,000 /month",Internship
5595,Marketing,                            BYJU'S The Learning App                        ,Chennai," 10,000 /month",Internship
5596,Human Resources (HR),                            American India Foundation Trust                        ,Gurgaon," 10,000 /month",Internship
5597,Business Development (Sales),                            BYJU'S The Learning App                        ,Coimbatore," 10,000 /month",Internship
5598,Policy Research,                            Federation of India Chambers of Commerce and Industries                        ,Chandigarh,Unpaid,Internship
5599,Graphic Design,                            Dr. A.P.J. Abdul Kalam Centre                        ,Noida," 8,000-10,000 /month",Internship
5600,Fundraising,                            Tare Zameen Foundation                        ,Work From Home," 1,000 /month +  Incentives",Internship
5601,Fundraising,                            Childo Education Research And Development Foundation                        ,Work From Home," 1,000 lump sum +  Incentives",Internship
5602,Fundraising,                            Youth Empowerment Foundation                        ,Work From Home,Unpaid,Internship
5603,Business Development (Sales),                            Externsclub                        ,Bangalore," 15,000-18,000 /month",Internship with job offer
5604,Campus Ambassador,                            ATBC Technologies                        ,Work From Home,Performance Based,Internship
5605,Search Engine Optimization (SEO),                            Sportskeeda                        ,Work From Home," 5,000-8,000 /month",Internship
5606,Social Media Marketing,                            Fashion TV India                        ,Mumbai," 10,000 /month",Internship
5607,Graphic Design,                            Fashion TV India                        ,Mumbai," 10,000 /month",Internship
5608,Influencer Marketing,                            LBB (Little Black Book)                        ,Delhi," 3,500-5,000 /month",Internship
5609,Business Development (Sales),                            Tommy Hilfiger                        ,Chennai," 22,000 /month",Internship with job offer
5610,Non Apparel Category,                            Nykaa Fashion                        ,Mumbai," 5,000 /month",Internship
5611,Customer Relations Management,                            Decathlon                        ,Lucknow," 12,000 /month",Internship
5612,Sports Retail/Logistics,                            Decathlon Sports India                        ,Thane," 12,000 /month",Internship
5613,CA - Industrial Trainee,                            Canara HSBC Life Insurance                        ,Gurgaon," 15,000 /month",Internship
5614,Media & Public Relations (PR),                            Fashion TV India                        ,Mumbai," 10,000 /month",Internship
5615,Business Development (Sales),                            Decathlon Sports India Private Limited                        ,Mumbai," 25,000 /month",Internship
5616,Business Development (Sales),                            Decathlon                        ,Mumbai," 25,000 /month",Internship
5617,Graphic Design,                            Times Internet                        ,Work From Home," 9,000-10,000 /month",Internship
5618,Project Planning (TribeVibe),                            BookMyShow                        ,Mumbai," 7,500 /month",Internship
5619,Market Research,                            Hindustan Unilever Limited                        ,Mumbai," 20,000 /month",Internship
5620,Marketing,                            Hector Beverages Private Limited                        ,Bangalore," 5,000 /month",Internship
5621,Marketing,                            Dabur India Limited                        ,Mumbai," 2,000-3,000 /week",Internship
5622,Human Resources (HR),                            Paisabazaar                        ,Gurgaon," 20,000-25,000 /month",Internship
5623,Marketing,                            Decathlon                        ,Chennai," 10,000 /month",Internship
5624,Digital Marketing,                            NoBroker Technologies Solutions Private Limited                        ,Bangalore," 10,000 /month",Internship
5625,Content Writing,                            Acko General Insurance                        ,Bangalore," 10,000 /month",Internship
5626,Digital Marketing,                            UpGrad (UpGrad Education Private Limited)                        ,Mumbai," 25,000 /month",Internship
5627,Operations,                            Thomas Cook India Limited                        ,Mumbai," 3,000 /month",Internship
5628,Human Resources (HR),                            Justdial Limited                        ,Chennai," 7,000 /month",Internship
5629,Business Development (Sales),                            Taylor & Francis India                        ,Delhi," 12,000-18,000 /month",Internship
5630,Data Analytics,                            Taylor & Francis India                        ,Delhi," 12,000-18,000 /month",Internship
5631,Content Writing,                            Times Internet                        ,Work From Home," 9,000-10,000 /month",Internship
5632,Business Development (Trekking Sport),                            Decathlon Sports India                        ,Pune," 5,000 /month",Internship
5633,Sports Retail Management,                            Decathlon Sports India                        ,Siliguri," 9,000 /month",Internship with job offer
5634,Search Engine Optimization (SEO),                            MAYAPURI GROUP                        ,Delhi," 5,000 /month",Internship
5635,Marketing,                            BYJU'S The Learning App                        ,Chennai," 10,000 /month",Internship
5636,Human Resources (HR),                            American India Foundation Trust                        ,Gurgaon," 10,000 /month",Internship
5637,Business Development (Sales),                            BYJU'S The Learning App                        ,Coimbatore," 10,000 /month",Internship
5638,Policy Research,                            Federation of India Chambers of Commerce and Industries                        ,Chandigarh,Unpaid,Internship
5639,Graphic Design,                            Dr. A.P.J. Abdul Kalam Centre                        ,Noida," 8,000-10,000 /month",Internship
5640,Fundraising,                            Tare Zameen Foundation                        ,Work From Home," 1,000 /month +  Incentives",Internship
5641,Fundraising,                            Childo Education Research And Development Foundation                        ,Work From Home," 1,000 lump sum +  Incentives",Internship
5642,Fundraising,                            Youth Empowerment Foundation                        ,Work From Home,Unpaid,Internship
5643,Business Development (Sales),                            Externsclub                        ,Bangalore," 15,000-18,000 /month",Internship with job offer
5644,Campus Ambassador,                            ATBC Technologies                        ,Work From Home,Performance Based,Internship
5645,Search Engine Optimization (SEO),                            Sportskeeda                        ,Work From Home," 5,000-8,000 /month",Internship
5646,Social Media Marketing,                            Fashion TV India                        ,Mumbai," 10,000 /month",Internship
5647,Graphic Design,                            Fashion TV India                        ,Mumbai," 10,000 /month",Internship
5648,Influencer Marketing,                            LBB (Little Black Book)                        ,Delhi," 3,500-5,000 /month",Internship
5649,Business Development (Sales),                            Tommy Hilfiger                        ,Chennai," 22,000 /month",Internship with job offer
5650,Non Apparel Category,                            Nykaa Fashion                        ,Mumbai," 5,000 /month",Internship
5651,Customer Relations Management,                            Decathlon                        ,Lucknow," 12,000 /month",Internship
5652,Sports Retail/Logistics,                            Decathlon Sports India                        ,Thane," 12,000 /month",Internship
5653,CA - Industrial Trainee,                            Canara HSBC Life Insurance                        ,Gurgaon," 15,000 /month",Internship
5654,Media & Public Relations (PR),                            Fashion TV India                        ,Mumbai," 10,000 /month",Internship
5655,Business Development (Sales),                            Decathlon Sports India Private Limited                        ,Mumbai," 25,000 /month",Internship
5656,Business Development (Sales),                            Decathlon                        ,Mumbai," 25,000 /month",Internship
5657,Graphic Design,                            Times Internet                        ,Work From Home," 9,000-10,000 /month",Internship
5658,Project Planning (TribeVibe),                            BookMyShow                        ,Mumbai," 7,500 /month",Internship
5659,Market Research,                            Hindustan Unilever Limited                        ,Mumbai," 20,000 /month",Internship
5660,Marketing,                            Hector Beverages Private Limited                        ,Bangalore," 5,000 /month",Internship
5661,Marketing,                            Dabur India Limited                        ,Mumbai," 2,000-3,000 /week",Internship
5662,Human Resources (HR),                            Paisabazaar                        ,Gurgaon," 20,000-25,000 /month",Internship
5663,Marketing,                            Decathlon                        ,Chennai," 10,000 /month",Internship
5664,Digital Marketing,                            NoBroker Technologies Solutions Private Limited                        ,Bangalore," 10,000 /month",Internship
5665,Content Writing,                            Acko General Insurance                        ,Bangalore," 10,000 /month",Internship
5666,Digital Marketing,                            UpGrad (UpGrad Education Private Limited)                        ,Mumbai," 25,000 /month",Internship
5667,Operations,                            Thomas Cook India Limited                        ,Mumbai," 3,000 /month",Internship
5668,Human Resources (HR),                            Justdial Limited                        ,Chennai," 7,000 /month",Internship
5669,Business Development (Sales),                            Taylor & Francis India                        ,Delhi," 12,000-18,000 /month",Internship
5670,Data Analytics,                            Taylor & Francis India                        ,Delhi," 12,000-18,000 /month",Internship
5671,Content Writing,                            Times Internet                        ,Work From Home," 9,000-10,000 /month",Internship
5672,Business Development (Trekking Sport),                            Decathlon Sports India                        ,Pune," 5,000 /month",Internship
5673,Sports Retail Management,                            Decathlon Sports India                        ,Siliguri," 9,000 /month",Internship with job offer
5674,Search Engine Optimization (SEO),                            MAYAPURI GROUP                        ,Delhi," 5,000 /month",Internship
5675,Marketing,                            BYJU'S The Learning App                        ,Chennai," 10,000 /month",Internship
5676,Human Resources (HR),                            American India Foundation Trust                        ,Gurgaon," 10,000 /month",Internship
5677,Business Development (Sales),                            BYJU'S The Learning App                        ,Coimbatore," 10,000 /month",Internship
5678,Policy Research,                            Federation of India Chambers of Commerce and Industries                        ,Chandigarh,Unpaid,Internship
5679,Graphic Design,                            Dr. A.P.J. Abdul Kalam Centre                        ,Noida," 8,000-10,000 /month",Internship
5680,Fundraising,                            Tare Zameen Foundation                        ,Work From Home," 1,000 /month +  Incentives",Internship
5681,Fundraising,                            Childo Education Research And Development Foundation                        ,Work From Home," 1,000 lump sum +  Incentives",Internship
5682,Fundraising,                            Youth Empowerment Foundation                        ,Work From Home,Unpaid,Internship
5683,Business Development (Sales),                            Externsclub                        ,Bangalore," 15,000-18,000 /month",Internship with job offer
5684,Campus Ambassador,                            ATBC Technologies                        ,Work From Home,Performance Based,Internship
5685,Search Engine Optimization (SEO),                            Sportskeeda                        ,Work From Home," 5,000-8,000 /month",Internship
5686,Social Media Marketing,                            Fashion TV India                        ,Mumbai," 10,000 /month",Internship
5687,Graphic Design,                            Fashion TV India                        ,Mumbai," 10,000 /month",Internship
5688,Influencer Marketing,                            LBB (Little Black Book)                        ,Delhi," 3,500-5,000 /month",Internship
5689,Business Development (Sales),                            Tommy Hilfiger                        ,Chennai," 22,000 /month",Internship with job offer
5690,Non Apparel Category,                            Nykaa Fashion                        ,Mumbai," 5,000 /month",Internship
5691,Customer Relations Management,                            Decathlon                        ,Lucknow," 12,000 /month",Internship
5692,Sports Retail/Logistics,                            Decathlon Sports India                        ,Thane," 12,000 /month",Internship
5693,CA - Industrial Trainee,                            Canara HSBC Life Insurance                        ,Gurgaon," 15,000 /month",Internship
5694,Media & Public Relations (PR),                            Fashion TV India                        ,Mumbai," 10,000 /month",Internship
5695,Business Development (Sales),                            Decathlon Sports India Private Limited                        ,Mumbai," 25,000 /month",Internship
5696,Business Development (Sales),                            Decathlon                        ,Mumbai," 25,000 /month",Internship
5697,Graphic Design,                            Times Internet                        ,Work From Home," 9,000-10,000 /month",Internship
5698,Project Planning (TribeVibe),                            BookMyShow                        ,Mumbai," 7,500 /month",Internship
5699,Market Research,                            Hindustan Unilever Limited                        ,Mumbai," 20,000 /month",Internship
5700,Marketing,                            Hector Beverages Private Limited                        ,Bangalore," 5,000 /month",Internship
5701,Marketing,                            Dabur India Limited                        ,Mumbai," 2,000-3,000 /week",Internship
5702,Human Resources (HR),                            Paisabazaar                        ,Gurgaon," 20,000-25,000 /month",Internship
5703,Marketing,                            Decathlon                        ,Chennai," 10,000 /month",Internship
5704,Digital Marketing,                            NoBroker Technologies Solutions Private Limited                        ,Bangalore," 10,000 /month",Internship
5705,Content Writing,                            Acko General Insurance                        ,Bangalore," 10,000 /month",Internship
5706,Digital Marketing,                            UpGrad (UpGrad Education Private Limited)                        ,Mumbai," 25,000 /month",Internship
5707,Operations,                            Thomas Cook India Limited                        ,Mumbai," 3,000 /month",Internship
5708,Human Resources (HR),                            Justdial Limited                        ,Chennai," 7,000 /month",Internship
5709,Business Development (Sales),                            Taylor & Francis India                        ,Delhi," 12,000-18,000 /month",Internship
5710,Data Analytics,                            Taylor & Francis India                        ,Delhi," 12,000-18,000 /month",Internship
5711,Content Writing,                            Times Internet                        ,Work From Home," 9,000-10,000 /month",Internship
5712,Business Development (Trekking Sport),                            Decathlon Sports India                        ,Pune," 5,000 /month",Internship
5713,Sports Retail Management,                            Decathlon Sports India                        ,Siliguri," 9,000 /month",Internship with job offer
5714,Search Engine Optimization (SEO),                            MAYAPURI GROUP                        ,Delhi," 5,000 /month",Internship
5715,Marketing,                            BYJU'S The Learning App                        ,Chennai," 10,000 /month",Internship
5716,Human Resources (HR),                            American India Foundation Trust                        ,Gurgaon," 10,000 /month",Internship
5717,Business Development (Sales),                            BYJU'S The Learning App                        ,Coimbatore," 10,000 /month",Internship
5718,Policy Research,                            Federation of India Chambers of Commerce and Industries                        ,Chandigarh,Unpaid,Internship
5719,Graphic Design,                            Dr. A.P.J. Abdul Kalam Centre                        ,Noida," 8,000-10,000 /month",Internship
5720,Fundraising,                            Tare Zameen Foundation                        ,Work From Home," 1,000 /month +  Incentives",Internship
5721,Fundraising,                            Childo Education Research And Development Foundation                        ,Work From Home," 1,000 lump sum +  Incentives",Internship
5722,Fundraising,                            Youth Empowerment Foundation                        ,Work From Home,Unpaid,Internship
